	name	latitude	longitude	scores	category	price	address	product	decoration	service
191291	The Vint Cocktail & Whisky Lounge	31.22557	121.46628	35.0	酒吧	85.0	静安区静安区大沽路380号	6.8	7.3	7.3
191418	House	31.304193	121.510925	40.0	酒吧	60.0	杨浦区锦嘉路50号	7.3	7.9	8.0
191736	列宁格勒酒吧会所	31.24037	121.48246	35.0	酒吧	83.0	黄浦区北京东路398号新协通国际大酒店2楼	6.9	7.4	7.5
191879	CIRQUE LE SOIR	31.23089	121.49405	40.0	酒吧	459.0	黄浦区中山东二路外滩22号4楼	7.6	8.4	8.2
192126	Barolo wine house	31.21114	121.43667	45.0	酒吧	201.0	徐汇区华山路905弄（汇益花园）2号	8.6	9.1	9.0
192508	Le Rouge	31.208433	121.45206	30.0	酒吧	120.0	徐汇区岳阳路1号	6.8	7.1	7.0
192616	Ronchamp	31.210789	121.45812	40.0	酒吧	66.0	徐汇区永康路73-75号	7.7	7.9	8.3
193467	LOTUS Lounge	31.21637	121.50766	35.0	酒吧	234.0	黄浦区外马路667号	7.1	7.8	7.7
206607	Change Bar	31.04957	121.20576	30.0	酒吧	50.0	松江区文汇路716号樱花广场后身	6.8	7.1	7.0
208510	The Wolfpack	31.23092	121.48359	50.0	酒吧	54.0	黄浦区福建南路1号	9.0	9.0	9.1
212834	Yani Lounge Bar	31.217722	121.44809	45.0	酒吧	74.0	静安区常熟路83号2楼	8.8	8.6	9.0
213203	德国乡村酒吧	31.191439	121.38794	40.0	酒吧	153.0	闵行区虹梅路3338弄老外街	7.7	7.9	7.5
213284	12号	31.24278	121.44283	30.0	酒吧	100.0	普陀区陕西北路1392弄	6.8	7.1	7.0
214347	BAR MINI	31.216904	121.47316	40.0	酒吧	64.0	卢湾区淡水路248号	8.0	7.9	7.9
214641	ANATOLIA	31.21765	121.47309	40.0	酒吧	61.0	卢湾区淡水路200号	7.8	8.0	8.3
222061	弘基广场998酒吧	31.055437	121.76534	30.0	酒吧	57.0	浦东新区文益街85号	6.5	6.9	6.7
222078	The Vista Bar	31.211445	121.51534	30.0	酒吧	77.0	浦东新区塘桥新路175号1楼A室	6.8	7.1	7.0
222113	Epic	31.210236	121.43869	40.0	酒吧	94.0	徐汇区高邮路17号	7.9	7.9	8.1
222799	Mr Pitt Cocktail	31.233393	121.451935	50.0	酒吧	111.0	静安区陕西北路600-10号	9.1	9.2	9.1
255470	7号公路酒窖	31.105318	121.41152	35.0	酒吧	114.0	闵行区兴梅路1217号	6.8	7.2	7.1
257316	爵士码头小酒馆	31.295044	121.16243	30.0	酒吧	285.0	嘉定区安亭新镇安礼路258弄71号102室	6.7	7.0	7.0
257938	干杯	31.301023	121.5009	30.0	酒吧	55.0	杨浦区武东路19号	6.7	7.1	7.0
270385	托斯卡纳意大利餐厅酒吧	31.025858	121.64641	35.0	酒吧	42.0	浦东新区新场镇新场大街418号	6.8	7.2	7.2
272083	RiverSouth南方	31.113483	121.049736	35.0	酒吧	47.0	青浦区朱家角镇课植园路西镇大拇指广场599弄18号106	7.3	7.9	7.8
272215	CA CLUB	31.220745	121.47485	35.0	酒吧	196.0	黄浦区太仓路181弄15号	7.1	7.7	7.4
272752	The 7th Floor	31.225708	121.47967	40.0	酒吧	525.0	卢湾区淮海中路8号7楼	7.4	7.8	8.1
273683	Enight.C.Bar	31.213938	121.47215	45.0	酒吧	69.0	黄浦区合肥路588号	8.4	8.3	8.8
273973	角廊吧	31.304699	121.51171	40.0	酒吧	68.0	杨浦区大学路55号	7.8	8.1	8.1
301238	La Cava	31.209585	121.45894	30.0	酒吧	77.0	徐汇区永嘉路216号	6.6	7.0	7.0
302069	Limbo	31.208923	121.42363	35.0	酒吧	126.0	长宁区延安西路1394号	6.8	7.5	7.4
303706	Linx CLUB	31.225315	121.478905	35.0	酒吧	988.0	卢湾区淮海中路98号金钟广场1,2,3F	6.8	7.4	7.0
304941	Maia西餐酒吧	31.276068	121.48408	35.0	酒吧	51.0	虹口区东体育会路318号	6.8	7.8	7.1
305035	SEVEN PUB	31.245665	121.37823	35.0	酒吧	67.0	普陀区梅川路	7.3	7.6	7.6
315183	上海新天地安达仕酒店炫吧	31.22232	121.47572	40.0	酒吧	118.0	卢湾区嵩山路88号 上海新天地安达仕酒店1楼	7.7	8.2	8.1
316230	O Theatre	31.220987	121.46042	40.0	酒吧	131.0	卢湾区茂名南路57号2楼	8.0	8.2	8.2
317042	唐妃主题酒吧	31.21604	121.45447	40.0	酒吧	135.0	徐汇区东湖路7号左边胡同直走左转一楼	8.0	8.2	8.2
320582	SinguLarity	31.20843	121.4679	35.0	酒吧	83.0	卢湾区建国中路171号117室	7.1	7.5	7.4
320679	凌睿卡丁车俱乐部	31.2033	121.50938	35.0	酒吧	120.0	浦东新区世博大道138号凌睿试驾体验中心院内	6.9	7.3	7.3
321044	Room23	31.221682	121.463455	35.0	酒吧	97.0	静安区瑞金一路121弄23号	6.9	7.3	7.2
323782	爵夜红酒吧	31.224707	121.56682	40.0	酒吧	93.0	浦东新区柳杉路29号	7.5	7.9	7.8
331432	凯瑞西餐厅酒吧Carrie’s Bar	31.290277	121.15931	30.0	酒吧	90.0	嘉定区新源路100号	6.7	7.0	7.0
331591	Monkey CockTail	31.308102	121.447586	30.0	酒吧	22.0	闸北区闻喜路940号芒不颠甜品店内	6.8	7.1	6.9
335560	Something	30.916054	121.491974	30.0	酒吧	46.0	奉贤区奉贤区望园南路1588弄29号3楼邮政储蓄银行楼上3楼	6.5	6.9	6.7
335857	Cosmopolitan大都会	31.231983	121.401375	35.0	酒吧	31.0	普陀区金沙江路433号	7.3	7.5	7.7
336389	SAGA Bar	31.252827	121.50973	35.0	酒吧	60.0	虹口区霍山路55号	6.8	7.2	7.2
337625	禅LoungeBar	31.207968	121.41859	35.0	酒吧	46.0	长宁区法华镇路909号	7.3	7.7	7.6
338510	Chelsea & Co	31.208456	121.45206	35.0	酒吧	168.0	徐汇区岳阳路1号	6.9	7.1	7.1
340379	Follow559Bar	31.21525	121.46694	30.0	酒吧	73.0	卢湾区复兴中路559号	6.4	6.8	6.7
341193	C Food Oyster&Seafood Bar	31.20867	121.467094	30.0	酒吧	341.0	卢湾区建国中路169弄泰康庭1楼	6.6	7.0	6.9
341437	Neighbors	31.25979	121.49994	40.0	酒吧	84.0	虹口区公平路761号C区	8.1	8.2	8.6
343385	La Bamba	31.296473	121.50935	35.0	酒吧	39.0	杨浦区国定路333号三号湾广场2楼	6.9	7.5	7.3
343424	Starling	31.22885	121.46008	30.0	酒吧	85.0	静安区泰兴路89号	6.7	7.3	6.9
343668	EsTrella	31.216581	121.47316	30.0	酒吧	81.0	卢湾区淡水路230号	6.5	6.8	6.7
346614	Lost in Shanghai弥上	31.2254	121.46477	30.0	酒吧	84.0	静安区大沽路388号	6.8	7.0	7.0
347877	Speak Low	31.214817	121.465904	35.0	酒吧	190.0	徐汇区复兴中路579号	7.2	7.5	7.4
348779	July bar & restaurant	31.2172	121.47448	35.0	酒吧	46.0	卢湾区马当路328弄1号	7.4	7.2	7.2
350576	Logan's PUNCH	31.228666	121.46004	30.0	酒吧	123.0	静安区泰兴路99号张园A栋202	6.8	7.1	7.0
352727	Quincy Theme Bar	31.20377	121.42311	30.0	酒吧	144.0	长宁区定西路465号（近新华路）	6.7	7.0	6.9
352839	M18	31.238482	121.48977	35.0	酒吧	300.0	黄浦区中山东一路18号外滩十八号4楼	7.0	7.4	7.3
